496775173597446000,"I tried to make sushi.
I failed terribly.
I even forgot to put the salmon in it.
#ifailatlife http://t.co/3aq5dzqAic",SritaLechuga,235772035,"Me gustan los gatos y la pizza. Juego 
Los Sims porque no tengo vida social.",en,http://pbs.twimg.com/profile_images/473886021998759936/rEVyWdtR_normal.jpeg,DeFectuoso.,,
496775174193418000,Ptdrrtrr kc toi les sushi cst japon lan,Kremliwood,340580161,Mentalité de garçon dans un coprs de fille.✋  Turque/Chinoise. #TEAMBAGRA #Muslim. Hadia&Imene ❤️,fr,http://pbs.twimg.com/profile_images/491359232881868801/jOjVF15x_normal.jpeg,Kremlin-Bicetre(94),,
496775182468792000,@CecileLu_ sérieux? t'aurais du dire j'taurais ramené la dernière fois,audreydmq,557233495,,fr,http://pbs.twimg.com/profile_images/496237151051599872/Z_z3dx4h_normal.jpeg,paris,,
496775186583417000,Middag på Oslos beste sushi sted 🍣👌❤️ #alexsushi#sushi#dinner#rkoi#oslo#solli#vestkanten#givenchy#michaelkors#pra... http://t.co/AORKL9raOY,Badi_vivian,2358035094,Psicodelia....,es,http://pbs.twimg.com/profile_images/471709929082859520/Zs9XFHnz_normal.jpeg,"Ezequiel Montes,Qro",,
496775191390085000,Craving sushi sooooo bad,tellez_vanessa,613629307,Vanesssssa 20 Jacksonville #BeachBum Living La Vida Loca,en,http://pbs.twimg.com/profile_images/489934712572350464/SZubC-rG_normal.jpeg,,,
496775196083507000,RT @Bethocordova: Tengo muchas ganas de sushi 😫,RamonABV,2220898033,07-06-14,es,http://pbs.twimg.com/profile_images/496197231201222657/xemQDMCI_normal.jpeg,,,
496775197496988000,"Sushi e cinema com a amiga Renatinha :) (@ Pinheiro Supermercado - @pinheirosuper in Sobral, CE) https://t.co/yYJfZK8Coq",mandynhamello,122837530,"Ex- Presidente do DCE/UVA Gestão 12/13. Pedagoga em formação e Presidente da UJS Sobral. Ceará, Brasil.",pt,http://pbs.twimg.com/profile_images/488495634253893632/uTbfd-f5_normal.jpeg,,,
496775198017085000,RT @gina_macmillan: Shore tour and sushi date with the bff @MorganLathem #lezbehonest,MorganLathem,381506271,Great things never came from comfort zones,en,http://pbs.twimg.com/profile_images/492364714069200896/6IVieO_V_normal.jpeg,"Greenwood, NS",,
496775203666792000,Si quieren podemos ir a comer a un resto que tiene sushi libre por 99p! Sino hay q esperar q termine de rendir y hago de nuevo! :D,lu_tango,317557834,"Futura Veterinaria. Amiga, hija, sobrina, nieta y hermana. Amo a los animales mas que a las personas. Romántica por naturaleza. No twiteo lo que todo el mundo",es,http://pbs.twimg.com/profile_images/467003255919505409/I3M7T6BS_normal.jpeg,Argentina,,
496775207273513000,RT @ladybroseph: *dumps truck load of ramen into natural hot spring*,lilbreebs,173960971,lunatic,en,http://pbs.twimg.com/profile_images/496761236189872128/zbTeq8fR_normal.jpeg,nyc,,
496775210121843000,#foodporn sushi http://t.co/JOXW9XyBjG,IzzeyKae,230829264,puta por favor,en,http://pbs.twimg.com/profile_images/494192200138645505/e2vBH5nd_normal.jpeg,,,
496775218740736000,Just looking forward to sushi😂,xoxo_kuulei,286021481,Brandon K.G. Tom♡,en,http://pbs.twimg.com/profile_images/491636315587227648/u8yOkQe__normal.jpeg,,,
496775221878477000,"A http://t.co/9Ud7WJwwDQ RePin -    Sushi Roll Song - Holly Christina  Feel good, kinda down to earth  http://t.co/gC74SYVMaE",SplashTabCases,1321797968,"SplashTablet iPadCases... the one-of-a-kind, suction mount, waterproof case for your kitchen, bath, shower & more!! Get yours today!. Patent Pending!",en,http://pbs.twimg.com/profile_images/478976276867588097/v19C7dOW_normal.jpeg,"Scotch Plains, NJ",,
496775228278972000,Who wants to come get sushi with me😊😊😊,mmegaan97,458575749,It is what it is.,en,http://pbs.twimg.com/profile_images/496112513097162752/ll1AK6ut_normal.jpeg,Toronto,,
496775231009460000,"What time is it? RT @Titoopondo: Sushi O'clock #foodie #dinner @ King's Fish House, Rancho Cucamonga http://t.co/0cvrhxhbrW",KingsFishHouse,39373342,Welcome to the house that seafood built!,en,http://pbs.twimg.com/profile_images/489171915399917568/KeYU0o7g_normal.jpeg,11 locations.,,
